Date,Ticker,Close,Wkly_Avg_Close_Percent,Monthly_Avg_Close_Percent,Semi_Annual_Avg_Close_Percent,Annual_Avg_Close_Percent,Two_Year_Avg_Close_Percent,Wkly_Avg_Close,Monthly_Avg_Close,Semi_Annual_Avg_Close,Annual_Avg_Close,Two_Year_Avg_Close
2022-11-14,MCD,273.2900085449219,-0.77102654016072,5.848002983454508,9.073792182428301,10.360732968196212,19.052702322122013,275.3971470424107,257.30800069173176,248.49224111421512,244.9751605308219,221.2208767407561
2022-11-11,MCD,271.3900146484375,-1.458624590034482,5.654966481905208,8.496746136808008,9.779858225459519,18.530581519997245,275.3485761369978,256.0430002848307,248.3306940631137,244.8484559777665,221.09986674687633
2022-11-10,MCD,275.8800048828125,0.24544940181338384,7.681602337276823,10.031203524367225,11.293144201747236,19.899466161357328,275.2028590611049,254.68799997965496,248.20592010998334,244.72447810760917,220.98135666520628
2022-11-09,MCD,277.7900085449219,1.0820115099947467,8.814095124009857,10.707615143435186,11.950849094334288,20.495751714522733,274.78428867885043,253.30533294677736,248.04532352301592,244.59174382457994,220.8548581058032
2022-11-08,MCD,278.3999938964844,1.5619838912972892,9.502991522931321,10.964055718318637,12.193842401250889,20.715915306409,274.05143083844865,251.94366607666015,247.87606344587815,244.45233739565498,220.72688694784085
2022-11-14,PEP,177.13499450683594,-1.2250582637806195,1.555025149631066,4.807350528578138,8.322430044247083,17.540988012709917,179.30500139508928,174.38050079345703,168.6194944121147,162.3930585051236,146.06376635407747
2022-11-11,PEP,178.0500030517578,-0.7566086985318864,2.283442107372562,5.33882982506322,8.8461930606553,18.002853633522967,179.3971448625837,173.98433430989584,168.5442163853046,162.29935603729666,145.99592160786668
2022-11-10,PEP,181.6999969482422,1.2524539999808224,4.517701189348589,7.279674731994411,10.730490291448195,19.68905441812573,179.4242880684989,173.4913340250651,168.47282818236638,162.2026964161494,145.92498567137
2022-11-09,PEP,178.5500030517578,-0.4144491408765296,3.1149083223539265,5.696967578355938,9.216105604606742,18.3150862453074,179.29000200544084,172.98833414713542,168.37806726674563,162.09464621347925,145.84841600182938
2022-11-08,PEP,180.7100067138672,0.5462606957446426,4.455207660731992,6.869917518709502,10.357108821281182,19.33129907611669,179.72285897391183,172.65900065104168,168.2953783045701,161.99367466756743,145.77641485553897
2022-11-14,MSFT,242.9499969482422,3.820304121177677,3.4742392550939027,-9.28076179881116,-16.35674838401963,0.13264816736399504,233.66856820242745,234.50933278401692,265.4976074552275,282.68871664804954,242.62772822967946
2022-11-11,MSFT,247.11000061035156,7.098632968569498,5.129025202082262,-7.520839343292664,-14.403782428172738,1.863485066614955,229.56856863839286,234.435666402181,265.6947467574656,282.7031874565229,242.50514265086554
2022-11-10,MSFT,242.97999572753906,7.107580062823477,3.7114150853523244,-9.436862356296949,-16.34393374156633,0.24915946282888846,225.70999799455916,233.96199951171874,265.90968347768313,282.69248523450875,242.37458807540267
2022-11-09,MSFT,224.50999450683594,0.4078706835436086,-4.1286974778084025,-18.546317476808607,-25.917516674159863,-7.90072038751444,223.5942840576172,233.77933298746746,266.1483308552393,282.69740976830053,242.24790141484507
2022-11-08,MSFT,228.8699951171875,1.8294832166936466,-2.386218558151192,-16.4430225285039,-23.543152979479444,-5.801087360727684,224.682856968471,234.33133341471355,266.5031399752924,282.7532081917541,242.14694347642873
2022-11-11,AAPL,149.6999969482422,5.822118569690381,3.756022184805173,-2.7015063008040126,-2.375835505846655,14.387563436967115,140.98428562709265,144.07723185221354,153.74415179810237,153.25662262798988,128.161814922176
2022-11-10,AAPL,146.8699951171875,4.485030953633613,2.167717095856263,-4.732078606801648,-4.297685273312533,12.813577261853611,140.28283037458147,143.68626912434897,153.81999873593855,153.1820052682537,128.05069481836605
2022-11-09,AAPL,134.8699951171875,-4.387330722777465,-6.422536969406252,-14.130293239033204,-13.531011321574896,5.135788451568341,140.78718784877233,143.53207041422527,153.92752091871586,153.11926942590165,127.9433574833282
2022-11-08,AAPL,139.5,-2.7881581296202955,-3.242149580906506,-10.472553277904332,-9.739994220075292,8.349330960349269,143.3894805908203,144.02279866536458,154.10921182267654,153.08729193700503,127.85268331031277
2022-11-07,AAPL,138.9199981689453,-4.860810307864156,-3.9613370779535737,-11.060731790426283,-10.166662666081184,8.036651430772999,145.6726357596261,144.42308756510417,154.28556656967746,153.04352575850814,127.75548214847095
2022-11-14,O,64.25,0.5380754539739976,6.3531870167852205,-2.6878222777201577,-1.9532319034291503,5.926328355789081,63.90428652082171,60.168077341715495,65.9769258134352,65.50495149795323,60.442334031405515
2022-11-11,O,64.9800033569336,2.2314594073578045,7.6753603170609335,-1.5247951456693307,-0.8077656788811175,6.988295281173708,63.53000095912388,59.99255396525065,65.97081529377589,65.5048895221867,60.43900884863449
2022-11-10,O,65.37000274658203,3.669226921232571,8.58370825750526,-0.9100346843168732,-0.20231003855057297,7.55009038934628,62.97142900739397,59.758832422892254,65.96489244471482,65.50225282433915,60.43450845169694
2022-11-09,O,63.25,1.154150335483136,5.935846662961134,-4.284518277784928,-3.5566752652354165,4.459847038145533,62.51999991280692,59.49557698567708,65.95995781069897,65.4995971052614,60.42914674837295
2022-11-08,O,63.34000015258789,1.5156302053575805,6.247253129895662,-4.150929072452066,-3.409537388133814,4.60010758475545,62.37999997820173,59.38299001057943,65.96919863341284,65.49960113943439,60.42629200138458
