Date,Ticker,Close,Wkly_Avg_Close_Percent,Monthly_Avg_Close_Percent,Semi_Annual_Avg_Close_Percent,Annual_Avg_Close_Percent,Two_Year_Avg_Close_Percent,Wkly_Avg_Close,Monthly_Avg_Close,Semi_Annual_Avg_Close,Annual_Avg_Close,Two_Year_Avg_Close
2022-11-11 00:00:00-05:00,MCD,271.3900146484375,-1.458624590034482,5.654966481905208,8.496746413322333,9.779858533539407,18.53058157391122,275.3485761369978,256.0430002848307,248.33069331268143,244.84845514166844,221.09986660055918
2022-11-10 00:00:00-05:00,MCD,275.8800048828125,0.24544940181338384,7.681602337276823,10.031203796381224,11.293144504813075,19.899466221970496,275.2028590611049,254.68799997965496,248.2059193595511,244.72447727151112,220.98135649798667
2022-11-09 00:00:00-05:00,MCD,277.7900085449219,1.0820115099947467,8.814095124009857,10.707615413578896,11.950849395316325,20.495751767194598,274.78428867885043,253.30533294677736,248.0453227725837,244.5917429884819,220.85485795948603
2022-11-08 00:00:00-05:00,MCD,278.3999938964844,1.5619838912972892,9.502991522931321,10.964056017820655,12.193842701573471,20.715915358965447,274.05143083844865,251.94366607666015,247.87606261206454,244.45233655955693,220.7268868015237
2022-11-07 00:00:00-05:00,MCD,276.4100036621094,1.053818312253202,9.354342151571116,10.381290195627669,11.612102246750794,20.19108391678011,273.4971444266183,250.5536661783854,247.71507905220074,244.31299141661762,220.5998278683179
2022-11-11 00:00:00-05:00,PEP,178.0500030517578,-0.7566086985318864,2.283442107372562,5.338829731402602,8.84619315457252,18.002853821357405,179.3971448625837,173.98433430989584,168.54421655206733,162.29935587007705,145.99592127342746
2022-11-10 00:00:00-05:00,PEP,181.6999969482422,1.2524539999808224,4.517701189348589,7.279674640215267,10.73049040648645,19.68905464820224,179.4242880684989,173.4913340250651,168.4728283491291,162.2026962071249,145.92498525332098
2022-11-09 00:00:00-05:00,PEP,178.5500030517578,-0.4144491408765296,3.1149083223539265,5.696967484957603,9.216105721674527,18.31508649114972,179.29000200544084,172.98833414713542,168.37806743350836,162.09464600445472,145.8484155628779
2022-11-08 00:00:00-05:00,PEP,180.7100067138672,0.5462606957446426,4.455207660731992,6.86991742642756,10.357108936949654,19.331299330587328,179.72285897391183,172.65900065104168,168.2953784713328,161.99367445854293,145.77641439568507
2022-11-07 00:00:00-05:00,PEP,180.2100067138672,0.14982877877401551,4.462019960131221,6.665296012433491,10.167252552523369,19.148450727422247,179.94000026157923,172.16900024414062,168.19847632236167,161.887600206349,145.702582372378
2022-11-11 00:00:00-05:00,MSFT,247.11000061035156,7.098632968569498,5.129025202082262,-7.520839343292664,-14.40378170071907,1.8634854641768501,229.56856863839286,234.435666402181,265.6947467574656,282.70318565891216,242.50514166845034
2022-11-10 00:00:00-05:00,MSFT,242.97999572753906,7.107580062823477,3.7114150853523244,-9.436862356296949,-16.343933001747914,0.24915987575079682,225.70999799455916,233.96199951171874,265.90968347768313,282.692483436898,242.37458707208503
2022-11-09 00:00:00-05:00,MSFT,224.50999450683594,0.4078706835436086,-4.1286974778084025,-18.546317476808607,-25.9175158548575,-7.900719949932508,223.5942840576172,233.77933298746746,266.1483308552393,282.69740792888484,242.2479004324299
2022-11-08 00:00:00-05:00,MSFT,228.8699951171875,1.8294832166936466,-2.386218558151192,-16.4430225285039,-23.54315219405068,-5.801086958880407,224.682856968471,234.33133341471355,266.5031399752924,282.7532063941433,242.1469425567209
2022-11-07 00:00:00-05:00,MSFT,227.8699951171875,0.9598184032925119,-2.945834054298349,-17.120217882530202,-24.107275415760725,-6.218957773089487,225.682856968471,234.5826670328776,266.88183477016094,282.8032424299684,242.04113389106647
